GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21900453,568,201935,James Harden,1610612745,Houston Rockets,4,5,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,74,239,1,0,20191223,SAC,HOU
Shot Chart Detail,21900453,606,201935,James Harden,1610612745,Houston Rockets,4,2,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-93,234,1,1,20191223,SAC,HOU
Shot Chart Detail,21900453,626,201935,James Harden,1610612745,Houston Rockets,4,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,120,285,1,0,20191223,SAC,HOU
Shot Chart Detail,21900457,25,201935,James Harden,1610612745,Houston Rockets,1,9,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,148,241,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,43,201935,James Harden,1610612745,Houston Rockets,1,7,53,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,47,120,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,90,201935,James Harden,1610612745,Houston Rockets,1,4,30,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,42,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,92,201935,James Harden,1610612745,Houston Rockets,1,4,24,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3,51,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,250,201935,James Harden,1610612745,Houston Rockets,2,8,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-144,221,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,252,201935,James Harden,1610612745,Houston Rockets,2,8,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,72,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,268,201935,James Harden,1610612745,Houston Rockets,2,7,15,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-64,262,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,275,201935,James Harden,1610612745,Houston Rockets,2,6,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,236,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,281,201935,James Harden,1610612745,Houston Rockets,2,6,5,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-227,93,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,338,201935,James Harden,1610612745,Houston Rockets,2,3,8,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-9,269,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,358,201935,James Harden,1610612745,Houston Rockets,2,1,35,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,89,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,366,201935,James Harden,1610612745,Houston Rockets,2,0,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,193,210,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,473,201935,James Harden,1610612745,Houston Rockets,3,4,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-83,268,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,489,201935,James Harden,1610612745,Houston Rockets,3,3,16,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-18,69,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,593,201935,James Harden,1610612745,Houston Rockets,4,7,59,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-155,254,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,638,201935,James Harden,1610612745,Houston Rockets,4,4,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,38,1,1,20191225,GSW,HOU
Shot Chart Detail,21900457,655,201935,James Harden,1610612745,Houston Rockets,4,2,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,16,1,0,20191225,GSW,HOU
Shot Chart Detail,21900457,666,201935,James Harden,1610612745,Houston Rockets,4,1,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,146,259,1,0,20191225,GSW,HOU
Shot Chart Detail,21900478,12,201935,James Harden,1610612745,Houston Rockets,1,11,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,3,85,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,19,201935,James Harden,1610612745,Houston Rockets,1,10,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,232,136,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,21,201935,James Harden,1610612745,Houston Rockets,1,10,16,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,13,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,27,201935,James Harden,1610612745,Houston Rockets,1,9,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,41,62,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,45,201935,James Harden,1610612745,Houston Rockets,1,7,32,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,6,84,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,72,201935,James Harden,1610612745,Houston Rockets,1,5,47,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-21,88,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,75,201935,James Harden,1610612745,Houston Rockets,1,5,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,216,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,79,201935,James Harden,1610612745,Houston Rockets,1,4,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,137,241,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,90,201935,James Harden,1610612745,Houston Rockets,1,3,57,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,96,127,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,92,201935,James Harden,1610612745,Houston Rockets,1,3,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-161,234,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,95,201935,James Harden,1610612745,Houston Rockets,1,3,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,9,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,220,201935,James Harden,1610612745,Houston Rockets,2,7,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,20,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,306,201935,James Harden,1610612745,Houston Rockets,2,1,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,3,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,352,201935,James Harden,1610612745,Houston Rockets,3,10,35,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,69,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,359,201935,James Harden,1610612745,Houston Rockets,3,10,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,232,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,378,201935,James Harden,1610612745,Houston Rockets,3,8,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-3,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,381,201935,James Harden,1610612745,Houston Rockets,3,8,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-2,290,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,393,201935,James Harden,1610612745,Houston Rockets,3,7,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-9,100,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,419,201935,James Harden,1610612745,Houston Rockets,3,5,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,8,62,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,433,201935,James Harden,1610612745,Houston Rockets,3,4,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,174,218,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,454,201935,James Harden,1610612745,Houston Rockets,3,2,28,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-9,278,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,550,201935,James Harden,1610612745,Houston Rockets,4,8,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,573,201935,James Harden,1610612745,Houston Rockets,4,6,51,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,6,115,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,605,201935,James Harden,1610612745,Houston Rockets,4,4,32,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,31,70,1,1,20191228,HOU,BKN
Shot Chart Detail,21900478,630,201935,James Harden,1610612745,Houston Rockets,4,2,14,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-8,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,632,201935,James Harden,1610612745,Houston Rockets,4,2,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,203,174,1,0,20191228,HOU,BKN
Shot Chart Detail,21900478,651,201935,James Harden,1610612745,Houston Rockets,4,0,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,160,222,1,1,20191228,HOU,BKN
Shot Chart Detail,21900501,7,201935,James Harden,1610612745,Houston Rockets,1,11,41,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,-1,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,30,201935,James Harden,1610612745,Houston Rockets,1,9,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-121,230,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,61,201935,James Harden,1610612745,Houston Rockets,1,5,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,14,263,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,248,201935,James Harden,1610612745,Houston Rockets,2,4,23,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,27,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,261,201935,James Harden,1610612745,Houston Rockets,2,3,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-98,158,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,282,201935,James Harden,1610612745,Houston Rockets,2,2,42,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-128,221,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,303,201935,James Harden,1610612745,Houston Rockets,2,0,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-43,256,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,327,201935,James Harden,1610612745,Houston Rockets,3,10,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,5,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,370,201935,James Harden,1610612745,Houston Rockets,3,7,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-93,239,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,451,201935,James Harden,1610612745,Houston Rockets,3,2,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0,72,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,509,201935,James Harden,1610612745,Houston Rockets,4,11,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,245,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,516,201935,James Harden,1610612745,Houston Rockets,4,10,23,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0,87,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,579,201935,James Harden,1610612745,Houston Rockets,4,7,7,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-8,59,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,587,201935,James Harden,1610612745,Houston Rockets,4,6,25,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,180,179,1,1,20191231,HOU,DEN
Shot Chart Detail,21900501,599,201935,James Harden,1610612745,Houston Rockets,4,5,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,38,257,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,606,201935,James Harden,1610612745,Houston Rockets,4,4,59,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,6,1,0,20191231,HOU,DEN
Shot Chart Detail,21900501,649,201935,James Harden,1610612745,Houston Rockets,4,3,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,267,1,1,20191231,HOU,DEN
Shot Chart Detail,21900520,23,201935,James Harden,1610612745,Houston Rockets,1,10,18,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,46,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,37,201935,James Harden,1610612745,Houston Rockets,1,8,51,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,42,201935,James Harden,1610612745,Houston Rockets,1,8,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,62,251,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,84,201935,James Harden,1610612745,Houston Rockets,1,5,18,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,23,66,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,112,201935,James Harden,1610612745,Houston Rockets,1,3,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,130,201935,James Harden,1610612745,Houston Rockets,1,2,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,250,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,143,201935,James Harden,1610612745,Houston Rockets,1,1,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,10,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,145,201935,James Harden,1610612745,Houston Rockets,1,0,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,136,256,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,251,201935,James Harden,1610612745,Houston Rockets,2,6,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-89,273,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,288,201935,James Harden,1610612745,Houston Rockets,2,4,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,14,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,291,201935,James Harden,1610612745,Houston Rockets,2,3,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,70,253,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,343,201935,James Harden,1610612745,Houston Rockets,2,0,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-86,248,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,346,201935,James Harden,1610612745,Houston Rockets,2,0,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,9,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,361,201935,James Harden,1610612745,Houston Rockets,3,11,10,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-30,42,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,394,201935,James Harden,1610612745,Houston Rockets,3,8,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-153,259,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,472,201935,James Harden,1610612745,Houston Rockets,3,3,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,479,201935,James Harden,1610612745,Houston Rockets,3,3,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,487,201935,James Harden,1610612745,Houston Rockets,3,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,137,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,554,201935,James Harden,1610612745,Houston Rockets,4,10,5,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-14,85,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,581,201935,James Harden,1610612745,Houston Rockets,4,7,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-105,246,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,604,201935,James Harden,1610612745,Houston Rockets,4,6,42,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-101,247,1,0,20200103,HOU,PHI
Shot Chart Detail,21900520,622,201935,James Harden,1610612745,Houston Rockets,4,4,39,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,34,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,669,201935,James Harden,1610612745,Houston Rockets,4,2,7,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,122,252,1,1,20200103,HOU,PHI
Shot Chart Detail,21900520,680,201935,James Harden,1610612745,Houston Rockets,4,1,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,98,237,1,1,20200103,HOU,PHI
Shot Chart Detail,21900558,19,201935,James Harden,1610612745,Houston Rockets,1,10,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-122,229,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,28,201935,James Harden,1610612745,Houston Rockets,1,10,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,191,176,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,70,201935,James Harden,1610612745,Houston Rockets,1,7,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,16,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,83,201935,James Harden,1610612745,Houston Rockets,1,6,52,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,13,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,98,201935,James Harden,1610612745,Houston Rockets,1,5,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,67,240,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,128,201935,James Harden,1610612745,Houston Rockets,1,4,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-150,203,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,155,201935,James Harden,1610612745,Houston Rockets,1,2,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,109,256,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,163,201935,James Harden,1610612745,Houston Rockets,1,2,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,186,201935,James Harden,1610612745,Houston Rockets,1,0,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,282,201935,James Harden,1610612745,Houston Rockets,2,7,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-81,245,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,308,201935,James Harden,1610612745,Houston Rockets,2,5,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,17,288,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,316,201935,James Harden,1610612745,Houston Rockets,2,4,57,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,320,201935,James Harden,1610612745,Houston Rockets,2,4,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,15,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,330,201935,James Harden,1610612745,Houston Rockets,2,3,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,14,56,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,346,201935,James Harden,1610612745,Houston Rockets,2,2,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,89,89,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,357,201935,James Harden,1610612745,Houston Rockets,2,2,16,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,183,241,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,402,201935,James Harden,1610612745,Houston Rockets,3,11,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,39,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,428,201935,James Harden,1610612745,Houston Rockets,3,9,12,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,139,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,478,201935,James Harden,1610612745,Houston Rockets,3,5,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,79,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,514,201935,James Harden,1610612745,Houston Rockets,3,4,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,227,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,521,201935,James Harden,1610612745,Houston Rockets,3,3,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-142,218,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,530,201935,James Harden,1610612745,Houston Rockets,3,3,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,52,258,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,537,201935,James Harden,1610612745,Houston Rockets,3,1,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-229,94,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,541,201935,James Harden,1610612745,Houston Rockets,3,1,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,5,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,624,201935,James Harden,1610612745,Houston Rockets,4,8,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-9,273,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,631,201935,James Harden,1610612745,Houston Rockets,4,8,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,183,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,633,201935,James Harden,1610612745,Houston Rockets,4,7,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,37,256,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,637,201935,James Harden,1610612745,Houston Rockets,4,7,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20200108,ATL,HOU
Shot Chart Detail,21900558,640,201935,James Harden,1610612745,Houston Rockets,4,6,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,0,20200108,ATL,HOU
Shot Chart Detail,21900558,652,201935,James Harden,1610612745,Houston Rockets,4,6,14,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-6,54,1,0,20200108,ATL,HOU
